"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"
"Dissection Angular gyrus AnG scvi / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.925735154044183	0.00905837898911859	Inf	1	-7.88621160420082	8.76965167151411e-13
"Dissection Anterior cingulate cortex ACC scvi / Dissection Primary auditory cortexA1 scvi"	0.891614517567893	0.00866349640848994	Inf	1	-11.8066951765952	0
"Dissection Anterior cingulate cortex ACC scvi / Dissection Primary somatosensory cortex S1 scvi"	0.882393465727598	0.00856920614110055	Inf	1	-12.8836454851172	0
"Dissection Anterior cingulate cortex ACC scvi / Dissection Primary visual cortexV1 scvi"	1.05942457955888	0.0100612511785659	Inf	1	6.07839404619656	2.29336452606255e-07
"Dissection Anterior cingulate cortex ACC scvi / (Human Multiple Cortical Areas SMART-seq scvi)"	1.76396008029954	0.0159233321924924	Inf	1	62.8734935656825	0
"Dissection Anterior cingulate cortex ACC scvi / whole cortex scvi"	0.800545783085769	0.00789362467063301	Inf	1	-22.561328570891	0
"Dissection Anterior cingulate cortex ACC scvi / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.93495549510768	0.00987890785935398	Inf	1	-6.36524751253559	3.69322080695511e-08
"Dissection Anterior cingulate cortex ACC scvi / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.828344818697183	0.00809089750615708	Inf	1	-19.280762161962	0
"Dissection Primary auditory cortexA1 scvi / Dissection Primary somatosensory cortex S1 scvi"	0.989658028600243	0.00967719548500357	Inf	1	-1.06314974349721	0.999959422307982
"Dissection Primary auditory cortexA1 scvi / Dissection Primary visual cortexV1 scvi"	1.1882092077737	0.0113752902876091	Inf	1	18.0130328078318	0
"Dissection Primary auditory cortexA1 scvi / (Human Multiple Cortical Areas SMART-seq scvi)"	1.97838869325635	0.0180625969553297	Inf	1	74.7301413175804	0
"Dissection Primary auditory cortexA1 scvi / whole cortex scvi"	0.897860866228898	0.00890964239148209	Inf	1	-10.857413709334	2.01283434364541e-13
"Dissection Primary auditory cortexA1 scvi / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	1.04860954671085	0.0113846407149087	Inf	1	4.37188146251872	0.00206386022312521
"Dissection Primary auditory cortexA1 scvi / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.929039178227724	0.00913248001202656	Inf	1	-7.48770783110244	1.34361410886186e-11
"Dissection Primary somatosensory cortex S1 scvi / Dissection Primary visual cortexV1 scvi"	1.20062604802417	0.0114874848469858	Inf	1	19.1100336087265	0
"Dissection Primary somatosensory cortex S1 scvi / (Human Multiple Cortical Areas SMART-seq scvi)"	1.99906294506048	0.0182338735874672	Inf	1	75.9415163267919	0
"Dissection Primary somatosensory cortex S1 scvi / whole cortex scvi"	0.907243553107752	0.00899968854930524	Inf	1	-9.8131200209161	2.06501482580279e-13
"Dissection Primary somatosensory cortex S1 scvi / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	1.05956756415545	0.0114998494639282	Inf	1	5.33115651770748	1.80839455320436e-05
"Dissection Primary somatosensory cortex S1 scvi / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.938747679884679	0.00922468404121663	Inf	1	-6.4324021241955	2.38018474929547e-08
"Dissection Primary visual cortexV1 scvi / (Human Multiple Cortical Areas SMART-seq scvi)"	1.66501713697639	0.0147700434570042	Inf	1	57.4734060134464	0
"Dissection Primary visual cortexV1 scvi / whole cortex scvi"	0.755642070735325	0.00734543403346948	Inf	1	-28.823543480583	0
"Dissection Primary visual cortexV1 scvi / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.882512557427144	0.00940912229177078	Inf	1	-11.7224977289815	0
"Dissection Primary visual cortexV1 scvi / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.781881820263308	0.00752537803376672	Inf	1	-25.5646069260264	0
"(Human Multiple Cortical Areas SMART-seq scvi) / whole cortex scvi"	0.45383441044189	0.00421627615353001	Inf	1	-85.0370222241169	0
"(Human Multiple Cortical Areas SMART-seq scvi) / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.530032116684248	0.00542311180400241	Inf	1	-62.0444071742029	0
"(Human Multiple Cortical Areas SMART-seq scvi) / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.469593857564238	0.00431477753768866	Inf	1	-82.2661033398426	0
"whole cortex scvi / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	1.16789759544272	0.0128250395396351	Inf	1	14.1335849810837	0
"whole cortex scvi / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	1.03472510404622	0.0103161441866951	Inf	1	3.42387230692365	0.0731317010414164
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi) / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.885972458616099	0.00966344765106267	Inf	1	-11.0999893835034	8.43769498715119e-14
