key	method_display	reference	subsample_ref	mean_f1	n_celltypes	total_duration_hrs	total_memory_gb	pareto
global	Seurat	Dissection Primary somatosensory cortex S1	100	0.987917707156248	3	0.08158856394129976	0.036083984375	FALSE
global	Seurat	whole cortex	50	0.9879115261693786	3	0.06582393081761004	0.0300390625	FALSE
global	Seurat	Dissection Primary auditory cortexA1	500	0.9874766194072125	3	0.16130346960167713	0.03248046875	FALSE
global	scVI	Human Multiple Cortical Areas SMART-seq	100	0.9873740319622739	3	0.03999322851153039	0.0204016804245283	FALSE
global	Seurat	Human Multiple Cortical Areas SMART-seq	100	0.9873087129910901	3	0.08158856394129976	0.036083984375	FALSE
global	scVI	Dissection Anterior cingulate cortex ACC	50	0.9865617516594734	3	0.03922634696016771	0.0204016804245283	TRUE
global	Seurat	Dissection Anterior cingulate cortex ACC	100	0.9858699425429743	3	0.08158856394129976	0.036083984375	FALSE
global	Seurat	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	500	0.9848287993641263	3	0.16130346960167713	0.03248046875	FALSE
global	scVI	Human Multiple Cortical Areas SMART-seq	500	0.9842286531847013	3	0.04043939203354297	0.0204016804245283	FALSE
global	scVI	Dissection Angular gyrus AnG	50	0.9837260935893942	3	0.03922634696016771	0.0204016804245283	TRUE
global	scVI	Dissection Primary visual cortexV1	50	0.9817018473414609	3	0.03922634696016771	0.0204016804245283	TRUE
global	scVI	Dissection Dorsolateral prefrontal cortex DFC	50	0.9711009707237356	3	0.03922634696016771	0.0204016804245283	TRUE
global	Seurat	Dissection Dorsolateral prefrontal cortex DFC	50	0.9709700253442357	3	0.06582393081761004	0.0300390625	FALSE
global	Seurat	Dissection Dorsolateral prefrontal cortex DFC	100	0.9651062502184841	3	0.08158856394129976	0.036083984375	FALSE
global	Seurat	Human Multiple Cortical Areas SMART-seq	500	0.964250752354687	3	0.16130346960167713	0.03248046875	FALSE
global	scVI	Human Multiple Cortical Areas SMART-seq	50	0.953455147296817	3	0.03922634696016771	0.0204016804245283	TRUE
global	scVI	Dissection Dorsolateral prefrontal cortex DFC	100	0.9533708411727277	3	0.03999322851153039	0.0204016804245283	FALSE
global	Seurat	Dissection Dorsolateral prefrontal cortex DFC	500	0.9422032403138688	3	0.16130346960167713	0.03248046875	FALSE
global	scVI	Dissection Dorsolateral prefrontal cortex DFC	500	0.9387765880776424	3	0.04043939203354297	0.0204016804245283	FALSE
