"effect"	"component"	"group"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"FDR"	"formula"	"key"	"LogLik"	"AIC"	"BIC"
"fixed"	"cond"	NA	"referenceWhole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	0.0572463110790526	0.011138321685627	5.13958141044929	2.75351175192949e-07	5.13154462859587e-07	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"methodscvi_rf"	0.0496605146949496	0.0111171149687466	4.46703257405896	7.93120571305583e-06	1.3549143093137e-05	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"methodscvi_knn"	-0.236475063459757	0.0107592645672914	-21.9787386006522	4.6006761950428e-107	1.71479749087959e-106	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"cutoff"	-0.580999787117785	0.010126007584464	-57.3769851811287	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"subsample_ref100"	-0.0496359309006138	0.002458061970978	-20.1931161568172	1.12537649190312e-90	3.84503634733565e-90	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"disease_statedisease"	0.031917147446878	0.00947793278852567	3.36752202817032	0.00075846966884391	0.00117482835912262	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"sexmale"	-0.00350116889958647	0.0043481158426777	-0.805215184292409	0.42069551565157	0.479125448380955	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"sexNone"	0.342111380710924	0.661243871782437	0.517375502912011	0.604894056943511	0.635914264991896	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"region_matchTrue"	-0.396482785856291	0.020720178313247	-19.1351049137839	1.28819735759213e-81	4.0627762816367e-81	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"methodscvi_rf:cutoff"	-0.947812443136189	0.0133939741337928	-70.7640938879278	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"methodscvi_knn:cutoff"	0.43060720778613	0.0134828129013151	31.9374904137496	8.05960016860956e-224	4.72062295589989e-223	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"referenceDissection Anterior cingulate cortex ACC:methodscvi_rf"	0.0112588084463091	0.0149699028605253	0.75209629288897	0.451993153140806	0.500857277804677	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"referenceDissection Dorsolateral prefrontal cortex DFC:methodscvi_rf"	0.57665434002831	0.0130970096599515	44.0294658857604	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"referenceDissection Primary auditory cortexA1:methodscvi_rf"	-0.013859900093553	0.014987682485433	-0.924752716574021	0.355094551029766	0.428202252712365	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"referenceDissection Primary somatosensory cortex S1:methodscvi_rf"	-0.00664125747761684	0.0150388022034401	-0.441608140580348	0.658772792195889	0.675242112000787	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"referenceDissection Primary visual cortexV1:methodscvi_rf"	-0.0919545781887795	0.0147797844453477	-6.22164541903887	4.91967877809488e-10	1.06161489422047e-09	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"referenceHuman Multiple Cortical Areas SMART-seq:methodscvi_rf"	0.414476635840952	0.0132857726539937	31.1970290803042	1.1690296124175e-213	5.99127676363968e-213	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"referenceSingle-nucleus transcriptome data from the dlPFC:methodscvi_rf"	0.0393206323714116	0.0138312563902674	2.84288218379642	0.00447075935741284	0.00632072874668712	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"referencewhole cortex:methodscvi_rf"	0.163398094930012	0.0142496345451848	11.4668270552403	1.93629434986376e-30	4.66988637320082e-30	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"referenceWhole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD:methodscvi_rf"	0.0918414970973238	0.0152458680126661	6.02402546191684	1.7013158378299e-09	3.4876974675513e-09	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"referenceWhole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD:methodscvi_rf"	0.0514155022167047	0.0152929125774826	3.36204774311005	0.000773667456007582	0.00117482835912262	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"referenceDissection Anterior cingulate cortex ACC:methodscvi_knn"	-0.205185083156324	0.0142537140569774	-14.3952013023499	5.54631628573509e-47	1.62427834082242e-46	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"referenceDissection Dorsolateral prefrontal cortex DFC:methodscvi_knn"	0.362814249980099	0.0127447135467084	28.4678230428963	2.93256133469104e-178	1.20235014722332e-177	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"referenceDissection Primary auditory cortexA1:methodscvi_knn"	-0.0499788271774561	0.0144998349187908	-3.44685490954707	0.00056715308084706	0.000930131052589179	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"referenceDissection Primary somatosensory cortex S1:methodscvi_knn"	-0.00756622778008353	0.0145742997611279	-0.519148631776048	0.603657097295387	0.635914264991896	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"referenceDissection Primary visual cortexV1:methodscvi_knn"	-0.171735624166865	0.0143068071203005	-12.0037701440164	3.39472752725708e-33	8.69898928859627e-33	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"referenceHuman Multiple Cortical Areas SMART-seq:methodscvi_knn"	0.00534989121111743	0.0128999842921431	0.414720753914084	0.678346337596909	0.678346337596909	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"referenceSingle-nucleus transcriptome data from the dlPFC:methodscvi_knn"	0.138993104780121	0.013603403512591	10.2175242138096	1.65514153059117e-24	3.77004459745767e-24	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"referencewhole cortex:methodscvi_knn"	-0.0353117758993103	0.0136255526571951	-2.59158485440689	0.00955349784269694	0.0130564470516858	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"referenceWhole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD:methodscvi_knn"	-0.194060429476242	0.0143815111136755	-13.4937440121788	1.70231474258401e-41	4.65299362972962e-41	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"referenceWhole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD:methodscvi_knn"	-0.0779302422387523	0.0145797426075653	-5.34510411715464	9.03650951177427e-08	1.76427090467974e-07	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"ran_pars"	"cond"	"study"	"sd__(Intercept)"	0.946126759803172	NA	NA	NA	NA	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"class"	186576.241110416	-373062.482220833	-372560.369060399
"fixed"	"cond"	NA	"(Intercept)"	2.7036832614974	0.66470916473234	4.06746800698331	4.75267311419026e-05	6.28579347360648e-05	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referenceDissection Anterior cingulate cortex ACC"	-0.0945158455322881	0.0166877253586026	-5.66379440584243	1.48061794593211e-08	2.24834576974875e-08	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referenceDissection Dorsolateral prefrontal cortex DFC"	-2.29342273287966	0.0136029959282671	-168.596884463805	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referenceDissection Primary auditory cortexA1"	-0.0433657220224187	0.0168977322483653	-2.56636342587414	0.0102771087762948	0.0123929841125907	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referenceDissection Primary somatosensory cortex S1"	-0.0423217192357033	0.0170505671805839	-2.48212970204865	0.013059972873074	0.015298825365601	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referenceDissection Primary visual cortexV1"	-0.0211699447550382	0.0171586314090304	-1.23377816390977	0.217285578336367	0.247464130883085	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referenceHuman Multiple Cortical Areas SMART-seq"	-0.822289980819916	0.0144765302018193	-56.801593293162	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referenceSingle-nucleus transcriptome data from the dlPFC"	-1.12798126301933	0.0147243693396884	-76.6064227945534	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referencewhole cortex"	-0.935678099324618	0.0143481396765929	-65.2125028341515	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referenceWhole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	-0.0664871669598301	0.0169824849161636	-3.91504348674844	9.03879150764511e-05	0.000115809516191703	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referenceWhole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	-0.0699549486365826	0.0167699608527551	-4.17144376488452	3.02675758656455e-05	4.13656870163822e-05	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"methodscvi_rf"	0.0894961480054956	0.016646088126979	5.37640719686239	7.59868363385506e-08	1.11266438924306e-07	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"methodscvi_knn"	-0.458101836653902	0.0157932867554358	-29.0061115047018	5.50968218511935e-185	2.05360881445358e-184	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"cutoff"	-1.12336885285201	0.0118208139912948	-95.0331215497761	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"subsample_ref100"	0.0342562820892491	0.00316146866287913	10.8355595902229	2.33533189466745e-27	5.0394004042824e-27	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"disease_statedisease"	0.1050825208423	0.0156316806591706	6.72240708683179	1.78746719427899e-11	2.81869826790148e-11	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"sexmale"	0.0690086093783311	0.00625185700946668	11.0380978441824	2.50275209139048e-28	5.70071309705609e-28	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"sexNone"	0.32848020415992	0.724631400491179	0.453306610695127	0.650327973264316	0.666586172595924	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"region_matchTrue"	0.499875887541079	0.0162117679263404	30.8341378813408	9.14120427105338e-209	3.74789375113189e-208	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"methodscvi_rf:cutoff"	-1.38961873877946	0.0155826381546331	-89.1773732399922	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"methodscvi_knn:cutoff"	0.50454129045288	0.0151307957165989	33.3453243241785	8.51499982495524e-244	4.36393741028956e-243	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referenceDissection Anterior cingulate cortex ACC:methodscvi_rf"	-0.0232474769534632	0.0217870200465361	-1.06703334847114	0.285956777205307	0.316871023389664	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referenceDissection Dorsolateral prefrontal cortex DFC:methodscvi_rf"	0.817329409630633	0.0179519342827456	45.5287656894	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referenceDissection Primary auditory cortexA1:methodscvi_rf"	-0.0582845222233818	0.0220153206158096	-2.64745280073398	0.00811006801419027	0.0100761451085394	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referenceDissection Primary somatosensory cortex S1:methodscvi_rf"	0.00688995825059023	0.0222505113461502	0.309653928550381	0.756824141439531	0.756824141439531	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referenceDissection Primary visual cortexV1:methodscvi_rf"	-0.187078712964173	0.0220731278415719	-8.4754056745793	2.34261759379742e-17	4.3657873338952e-17	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referenceHuman Multiple Cortical Areas SMART-seq:methodscvi_rf"	0.265601429230074	0.0193611289441431	13.7182821309818	7.89130082619853e-43	2.15695555916093e-42	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referenceSingle-nucleus transcriptome data from the dlPFC:methodscvi_rf"	0.233958359594714	0.0193207049321804	12.1092041111313	9.44057281514399e-34	2.41914678388065e-33	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referencewhole cortex:methodscvi_rf"	0.39500900243745	0.0194254000308429	20.3346650164357	6.3471477175192e-92	2.00179274167913e-91	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referenceWhole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD:methodscvi_rf"	0.176259558756152	0.0223542892967833	7.88482051100211	3.14987935805168e-15	5.16580214720476e-15	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referenceWhole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD:methodscvi_rf"	0.181092760999172	0.022217091477523	8.15105618943789	3.60759435769249e-16	6.43092907240834e-16	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referenceDissection Anterior cingulate cortex ACC:methodscvi_knn"	-0.240432807770221	0.0199883152358183	-12.0286679959587	2.51180392604822e-33	6.05788005693983e-33	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referenceDissection Dorsolateral prefrontal cortex DFC:methodscvi_knn"	0.550887005035022	0.0171537168290667	32.114731199337	2.74608857333545e-226	1.25099590563059e-225	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referenceDissection Primary auditory cortexA1:methodscvi_knn"	-0.0173378804932007	0.0209518396084035	-0.827511131110732	0.407947415653424	0.440153790573432	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referenceDissection Primary somatosensory cortex S1:methodscvi_knn"	-0.0884991621335061	0.020828134361596	-4.24902012811505	2.14707628283495e-05	3.03552164124941e-05	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referenceDissection Primary visual cortexV1:methodscvi_knn"	-0.166572230427396	0.0207641093700668	-8.02212257018467	1.03933353382308e-15	1.7755281202811e-15	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referenceHuman Multiple Cortical Areas SMART-seq:methodscvi_knn"	0.157576246520351	0.0180268259267558	8.74120863875836	2.30629648578983e-18	4.50276932939919e-18	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referenceSingle-nucleus transcriptome data from the dlPFC:methodscvi_knn"	0.520987406815811	0.018572944033716	28.0508790566561	3.89710887774021e-173	1.33151219989457e-172	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referencewhole cortex:methodscvi_knn"	0.284735339604708	0.0180946509074272	15.7358846579259	8.58484660174019e-56	2.51413364765248e-55	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
