"method"	"cutoff"	"fit"	"SE"	"df"	"lower"	"upper"	"key"
"seurat"	0.75	0.842413531620585	0.0273430585544938	Inf	0.781188180883961	0.888942990662736	"family"
"scvi_rf"	0.75	0.357690285414378	0.047272263990204	Inf	0.271172966605271	0.45459377277809	"family"
"scvi_knn"	0.75	0.840454697534274	0.027621818018471	Inf	0.778660069782494	0.887490021907692	"family"
"seurat"	0	0.913124074882061	0.0276684183482252	Inf	0.841414300648372	0.954173920162185	"global"
"scvi_rf"	0	0.93873122412911	0.0200602419790992	Inf	0.885507957400111	0.96810408275511	"global"
"scvi_knn"	0	0.92382073804035	0.0245439883084929	Inf	0.859589078249266	0.960035410366519	"global"
"seurat"	0.05	0.909963224899701	0.0285720618115271	Inf	0.836125026043492	0.952424712397841	"global"
"scvi_rf"	0.05	0.923992448595788	0.0244911739587801	Inf	0.859890479794318	0.960126832088035	"global"
"scvi_knn"	0.05	0.918870714509079	0.0259955261856984	Inf	0.851148697607132	0.957326396683043	"global"
"seurat"	0.1	0.906699122854802	0.0294985208399857	Inf	0.830692444633368	0.950612990601615	"global"
"scvi_rf"	0.1	0.906062919688614	0.0296770832314515	Inf	0.829641021914948	0.950257903868889	"global"
"scvi_knn"	0.1	0.913629116926852	0.0275144557303831	Inf	0.84229169158659	0.95444323236073	"global"
"seurat"	0.15	0.903329258618406	0.0304478588201312	Inf	0.82511498269445	0.948736817132727	"global"
"scvi_rf"	0.15	0.884432957764122	0.035635159593419	Inf	0.794418850672	0.938104960491029	"global"
"scvi_knn"	0.15	0.908082746436862	0.0291014338664786	Inf	0.833008614931015	0.951375982406449	"global"
"seurat"	0.2	0.899851124586726	0.031420095112498	Inf	0.819391213256672	0.946794215687463	"global"
"scvi_rf"	0.2	0.858599738528164	0.0423240665436829	Inf	0.754069367128211	0.923224131129374	"global"
"scvi_knn"	0.2	0.902218330326043	0.0307567555053452	Inf	0.823291183509104	0.948114314962249	"global"
"seurat"	0.25	0.896262221191889	0.0324152016878507	Inf	0.81351986777175	0.944783172186836	"global"
"scvi_rf"	0.25	0.828114176137	0.0496199110341842	Inf	0.708700238350272	0.905129171479466	"global"
"scvi_knn"	0.25	0.896022600020907	0.0324803019299973	Inf	0.81313245077798	0.944647509429942	"global"
"seurat"	0.5	0.876570016571562	0.0377290519153899	Inf	0.781917679977995	0.93362833437481	"global"
"scvi_rf"	0.5	0.602377757986702	0.0835124882755369	Inf	0.433399639315045	0.750027441041775	"global"
"scvi_knn"	0.5	0.859622167668981	0.0420813884627139	Inf	0.755592556472834	0.923835962582489	"global"
"seurat"	0.75	0.853749681901986	0.0435770554766417	Inf	0.746547524318925	0.920440984699798	"global"
"scvi_rf"	0.75	0.32266400108138	0.076272568319188	Inf	0.193790668840524	0.485617228765389	"global"
"scvi_knn"	0.75	0.813136206666393	0.0530363957818378	Inf	0.687057073888481	0.896101644529511	"global"
"seurat"	0	0.80614065105733	0.0423972537473602	Inf	0.709591090826001	0.876191837557375	"subclass"
"scvi_rf"	0	0.800684493015655	0.0432947060316721	Inf	0.702422660956431	0.872394108957028	"subclass"
"scvi_knn"	0	0.791833504385484	0.0447169813282347	Inf	0.690893895209922	0.86619472844932	"subclass"
"seurat"	0.05	0.804536413740513	0.042656855048824	Inf	0.707493735394403	0.875069044208411	"subclass"
"scvi_rf"	0.05	0.776859147356807	0.0470202306301667	Inf	0.671686642997831	0.855584252745442	"subclass"
"scvi_knn"	0.05	0.78878629304998	0.0451906266733188	Inf	0.686969274782802	0.864040398816549	"subclass"
"seurat"	0.1	0.802922146405286	0.0429179791799775	Inf	0.705384052630473	0.873939372478763	"subclass"
"scvi_rf"	0.1	0.751071242478018	0.0507067114254251	Inf	0.63940153945169	0.836976268735893	"subclass"
"scvi_knn"	0.1	0.785706547333131	0.0456655238822177	Inf	0.683014206607646	0.86185882888562	"subclass"
"seurat"	0.15	0.801297840007182	0.0431806267029839	Inf	0.703262051067772	0.872802824493238	"subclass"
"scvi_rf"	0.15	0.72336433825973	0.0542669147845108	Inf	0.605800523920822	0.81648762681255	"subclass"
"scvi_knn"	0.15	0.782594272390241	0.0461415531124609	Inf	0.679029010518548	0.859649880104003	"subclass"
"seurat"	0.2	0.799663486446675	0.0434447977661342	Inf	0.701127741381074	0.871659402843875	"subclass"
"scvi_rf"	0.2	0.6938306632138	0.0576050381655034	Inf	0.571163969576581	0.794060543890266	"subclass"
"scvi_knn"	0.2	0.779449484599979	0.0466185910581717	Inf	0.675014022994857	0.857413419092846	"subclass"
"seurat"	0.25	0.798019078582346	0.0437104920935865	Inf	0.69898113641949	0.870509110587448	"subclass"
"scvi_rf"	0.25	0.662614572512936	0.0606209573945099	Inf	0.535811475206508	0.769669046052644	"subclass"
"scvi_knn"	0.25	0.776272211791997	0.0470965109575897	Inf	0.670969597237135	0.855149317817145	"subclass"
"seurat"	0.5	0.789646043463825	0.0450617720673418	Inf	0.688064288488582	0.864654729383117	"subclass"
"scvi_rf"	0.5	0.489840663760483	0.0677905170117517	Inf	0.360699286884124	0.620352448357404	"subclass"
"scvi_knn"	0.5	0.759900375776241	0.0494946631011714	Inf	0.650319433595245	0.843410121831877	"subclass"
"seurat"	0.75	0.781021153133958	0.0464508306599127	Inf	0.676843292057844	0.858629303958721	"subclass"
"scvi_rf"	0.75	0.319460249783303	0.059050025075355	Inf	0.216089173330633	0.444257020000922	"subclass"
"scvi_knn"	0.75	0.742727548163945	0.0518938974490489	Inf	0.628995965508586	0.83096408559024	"subclass"
