"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"	"key"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	1.61743052901306	0.0400479831370829	Inf	1	19.4197881806253	0	"class"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / whole cortex scvi_knn"	3.36977909621357	0.0823247172600377	Inf	1	49.7270662977817	0	"class"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex seurat"	2.17459725152548	0.0434312954987075	Inf	1	38.8964148475256	0	"class"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf"	1.00619003499397	0.0237166067970307	Inf	1	0.261806164157406	0.999999997648859	"class"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf)"	0.480604427470867	0.011586509096536	Inf	1	-30.392590587097	0	"class"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf)"	1.08809484372209	0.0247429239474814	Inf	1	3.71281974495878	0.011087064207231	"class"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex scvi_rf"	1.47049496525832	0.0341675749699559	Inf	1	16.5953091415962	0	"class"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	1.34780961107359	0.0312854560541652	Inf	1	12.8588581970843	0	"class"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	0.554778333278949	0.013545222312088	Inf	1	-24.1316072267168	0	"class"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	0.838179867931713	0.019574710987614	Inf	1	-7.55861263002569	2.76256795217478e-12	"class"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex scvi_knn"	1.74627654613816	0.0400844550149922	Inf	1	24.2868322665376	0	"class"
"whole cortex seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf"	0.462701787325504	0.0107677963642585	Inf	1	-33.1164836800167	0	"class"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf)"	0.221008477378385	0.00527107209128716	Inf	1	-63.2934389225306	0	"class"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf)"	0.500366145022393	0.0112264047521162	Inf	1	-30.8612695932554	0	"class"
"whole cortex seurat / whole cortex scvi_rf"	0.676214855061905	0.0154975037650055	Inf	1	-17.0714776468289	0	"class"
"whole cortex seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	0.619797348740373	0.0141917148953535	Inf	1	-20.8916217913569	0	"class"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	0.255117738647822	0.00616269541030256	Inf	1	-56.5496900279454	0	"class"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	0.385441427070567	0.00889160231114603	Inf	1	-41.3273955833807	0	"class"
"whole cortex seurat / whole cortex scvi_knn"	0.803034467606886	0.0181740340577178	Inf	1	-9.69249573483753	1.45994327738208e-13	"class"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf)"	0.477647771053257	0.0101020288937327	Inf	1	-34.9360707832518	0	"class"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf)"	1.08140093409752	0.0220555015755638	Inf	1	3.83702831728252	0.00695233240532933	"class"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf / whole cortex scvi_rf"	1.46144854760675	0.0305619029489758	Inf	1	18.1439829264674	0	"class"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	1.33951794809981	0.0315707737653699	Inf	1	12.4024275899463	0	"class"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	0.551365362391286	0.0136498004087735	Inf	1	-24.0486709703457	0	"class"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	0.833023423787674	0.019765167521051	Inf	1	-7.69980720987409	9.69224700497762e-13	"class"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf / whole cortex scvi_knn"	1.7355335328367	0.0404905872890725	Inf	1	23.6308120409897	0	"class"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf)"	2.26401335802936	0.0464126039597433	Inf	1	39.8601584598448	0	"class"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf) / whole cortex scvi_rf"	3.05967835751462	0.0643502837078946	Inf	1	53.1725439323455	0	"class"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	2.80440531554465	0.0676439307847957	Inf	1	42.7514917038256	0	"class"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	1.15433462858096	0.0291130034995096	Inf	1	5.69075043436185	8.28777991679353e-07	"class"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	1.74401195665748	0.0422710553782791	Inf	1	22.9471166436847	0	"class"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf) / whole cortex scvi_knn"	3.63350074681535	0.0868468923353131	Inf	1	53.9792512845862	0	"class"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf) / whole cortex scvi_rf"	1.35144006401881	0.0272954055377406	Inf	1	14.9114546360116	0	"class"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	1.23868761886885	0.0281838961061584	Inf	1	9.40764595562793	1.11910480882216e-13	"class"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	0.509862110348023	0.0122257984222531	Inf	1	-28.092295821173	0	"class"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	0.77031875738379	0.0176462737378869	Inf	1	-11.3913770105218	0	"class"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf) / whole cortex scvi_knn"	1.60489368754344	0.0361098103802264	Inf	1	21.0249517633994	0	"class"
"whole cortex scvi_rf / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	0.916568667636904	0.0213010565874384	Inf	1	-3.74863544162691	0.00971034707878149	"class"
"whole cortex scvi_rf / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	0.377273194663059	0.00923061859202502	Inf	1	-39.8413726412517	0	"class"
"whole cortex scvi_rf / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	0.569998461561867	0.0133419112391882	Inf	1	-24.0151842756444	0	"class"
"whole cortex scvi_rf / whole cortex scvi_knn"	1.18754336967852	0.0272981592162247	Inf	1	7.47753729635959	5.07238695490742e-12	"class"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	0.411614762738665	0.00888639923611935	Inf	1	-41.1164297505462	0	"class"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	0.621882987808689	0.0128076993278812	Inf	1	-23.0639774013875	0	"class"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn / whole cortex scvi_knn"	1.29564037219409	0.0260033981373239	Inf	1	12.9051373212366	0	"class"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	1.51083742398113	0.0330025515308321	Inf	1	18.8915193063266	0	"class"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn) / whole cortex scvi_knn"	3.1477014176401	0.0674018475091018	Inf	1	53.5502025134395	0	"class"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn) / whole cortex scvi_knn"	2.08341504365556	0.0424800828300078	Inf	1	35.999085476968	0	"class"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat)"	0.696492719870341	0.0179389587625048	Inf	1	-14.0431774289931	0	"family"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	1.48420989028226	0.0350044431635856	Inf	1	16.74326351994	0	"family"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex seurat"	2.5339510449649	0.0574820653303144	Inf	1	40.9869824106777	0	"family"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf"	0.748945182965076	0.020492446592668	Inf	1	-10.565462563814	1.18571819029967e-13	"family"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf)"	0.64980079319602	0.0178324057523923	Inf	1	-15.7086071692709	0	"family"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf)"	1.45556215359844	0.0375951980844895	Inf	1	14.5339481195679	0	"family"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex scvi_rf"	1.49037751186348	0.0389965877162431	Inf	1	15.2501681804395	0	"family"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	0.870028447545948	0.02444326050162	Inf	1	-4.95570188867176	4.62188625650617e-05	"family"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	0.786621961287931	0.0222946374618647	Inf	1	-8.46818750870196	1.18793863634892e-13	"family"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	1.20024715937858	0.0323619426734187	Inf	1	6.76962188816406	8.51672288249006e-10	"family"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex scvi_knn"	1.74304892818372	0.0458177975761152	Inf	1	21.1380839337798	0	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	2.13097689026607	0.0529395052293587	Inf	1	30.4546778870087	0	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / whole cortex seurat"	3.63815869523606	0.0872975564933984	Inf	1	53.8228217977418	0	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf"	1.07530942046961	0.0308069247455646	Inf	1	2.53438323792612	0.318240229140621	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf)"	0.932961357179708	0.026790985342699	Inf	1	-2.41646898048221	0.394602070149013	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf)"	2.08984546725687	0.0569247837090772	Inf	1	27.0603479628237	0	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / whole cortex scvi_rf"	2.13983214661731	0.0589631319808801	Inf	1	27.6075722033981	0	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	1.24915655645031	0.0366911732044026	Inf	1	7.57397616257073	2.46314080243337e-12	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	1.12940442713367	0.0334107308593177	Inf	1	4.11358015969584	0.00229828830047885	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	1.72327308690608	0.0487839038526152	Inf	1	19.2245593299245	0	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / whole cortex scvi_knn"	2.5026089698514	0.0693194744636914	Inf	1	33.1180776118732	0	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex seurat"	1.7072727122732	0.0367716668824841	Inf	1	24.834756145986	0	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf"	0.50460867284926	0.0134543436405888	Inf	1	-25.6525506064046	0	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf)"	0.437809232676953	0.0117092536988496	Inf	1	-30.8831099880553	0	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf)"	0.980698325168571	0.024542131375263	Inf	1	-0.77883159466786	0.999783805793659	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex scvi_rf"	1.00415549149861	0.0254645613513671	Inf	1	0.163525833457595	0.999999999986299	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	0.586189630753971	0.0160409386743503	Inf	1	-19.5182393698531	0	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	0.529993747136624	0.0146557640950019	Inf	1	-22.9594148233602	0	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	0.808677510665504	0.0211690460752669	Inf	1	-8.11216374932579	1.80744308408975e-13	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex scvi_knn"	1.17439517119256	0.0298745437351044	Inf	1	6.31935544738298	1.73022075555807e-08	"family"
"whole cortex seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf"	0.295564187971694	0.00759120022995821	Inf	1	-47.4568037308404	0	"family"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf)"	0.256437784971107	0.00661231270648458	Inf	1	-52.7770385545921	0	"family"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf)"	0.574423944176318	0.0137708375659568	Inf	1	-23.1252091103588	0	"family"
"whole cortex seurat / whole cortex scvi_rf"	0.588163498590449	0.0143143958230302	Inf	1	-21.8079731481944	0	"family"
"whole cortex seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	0.343348562031119	0.00908605820134889	Inf	1	-40.3962576652775	0	"family"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	0.31043297495861	0.00830216884176692	Inf	1	-43.7404426367935	0	"family"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	0.473666277714218	0.0119407126429515	Inf	1	-29.6421333822945	0	"family"
"whole cortex seurat / whole cortex scvi_knn"	0.687877901843152	0.0168156079414221	Inf	1	-15.3051462098113	0	"family"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf)"	0.867621299897353	0.0198669761200975	Inf	1	-6.20135547700953	3.685454996738e-08	"family"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf)"	1.94348289661984	0.0424036477212468	Inf	1	30.4551337456314	0	"family"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf / whole cortex scvi_rf"	1.98996875307091	0.0441557907680151	Inf	1	31.0114519180871	0	"family"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	1.16167173156986	0.0324578243913734	Inf	1	5.36352214627964	5.31349278753979e-06	"family"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	1.05030645657362	0.0295770629536505	Inf	1	1.74294269232296	0.848269148542103	"family"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	1.60258345560992	0.0429566979427815	Inf	1	17.594592151886	0	"family"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf / whole cortex scvi_knn"	2.32733845924876	0.0608768304603193	Inf	1	32.2940881725013	0	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf)"	2.24001289139601	0.0491373117662792	Inf	1	36.7649177913428	0	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf) / whole cortex scvi_rf"	2.29359140134797	0.0511433699418951	Inf	1	37.2277685763356	0	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	1.33891564408031	0.0375119971358055	Inf	1	10.4173607768054	1.26565424807268e-13	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	1.21055863508409	0.0341696692031737	Inf	1	6.76962615563443	8.51646642097137e-10	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	1.84710017584806	0.0496678345552595	Inf	1	22.8198382721023	0	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf) / whole cortex scvi_knn"	2.6824358271565	0.0704226143255058	Inf	1	37.5849043345365	0	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf) / whole cortex scvi_rf"	1.0239188400021	0.0214760990507561	Inf	1	1.12695706907257	0.99354339807892	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	0.597726758280342	0.0158173658232821	Inf	1	-19.4471745479639	0	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	0.540424851898797	0.0144411008221189	Inf	1	-23.0299122105011	0	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	0.824593547181292	0.0208012119866997	Inf	1	-7.6454667216757	1.44551037806195e-12	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf) / whole cortex scvi_knn"	1.19750910249662	0.0293288045283997	Inf	1	7.3594344139739	1.22657439760587e-11	"family"
"whole cortex scvi_rf / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	0.583763805224166	0.0156373504728268	Inf	1	-20.0939422653925	0	"family"
"whole cortex scvi_rf / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	0.527800476742558	0.0142727275350612	Inf	1	-23.6313631650475	0	"family"
"whole cortex scvi_rf / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	0.805330964688175	0.0205926390330728	Inf	1	-8.46689556437772	1.18793863634892e-13	"family"
"whole cortex scvi_rf / whole cortex scvi_knn"	1.16953517770428	0.0290637006390629	Inf	1	6.30190489465484	1.93660907310544e-08	"family"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	0.904133610236219	0.0229800067016728	Inf	1	-3.96505084678924	0.00421264802976973	"family"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	1.37954932711001	0.0333970889378974	Inf	1	13.290963056228	0	"family"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn / whole cortex scvi_knn"	2.00343900604659	0.0468899468573941	Inf	1	29.6890944181036	0	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	1.52582462535551	0.0374473861136337	Inf	1	17.2165370619737	0	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn) / whole cortex scvi_knn"	2.21586608811409	0.0526886099691098	Inf	1	33.4614841965055	0	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn) / whole cortex scvi_knn"	1.4522416608644	0.0324828248242671	Inf	1	16.6809220561118	0	"family"
