"method"	"cutoff"	"fit"	"SE"	"df"	"lower"	"upper"	"key"
"seurat"	0	0.892078042026323	0.0390435662859518	Inf	0.788731440519471	0.948191131933106	"global"
"scvi"	0	0.923144428732108	0.0287736866462326	Inf	0.844353414651402	0.963761867421762	"global"
"seurat"	0.05	0.888798028723118	0.0400778380987357	Inf	0.783089205461171	0.946509826558229	"global"
"scvi"	0.05	0.906490226046218	0.0343718774512201	Inf	0.814083159939761	0.955479583752763	"global"
"seurat"	0.1	0.88543113056784	0.0411311805923891	Inf	0.777335928599888	0.944778010046141	"global"
"scvi"	0.1	0.88667018822273	0.0407412163189186	Inf	0.779459774464582	0.945412719872359	"global"
"seurat"	0.15	0.881975828524366	0.0422034146898429	Inf	0.771471634697857	0.942994400380662	"global"
"scvi"	0.15	0.863282753034779	0.0478476556321897	Inf	0.74044004886932	0.933229998239268	"global"
"seurat"	0.2	0.878430625302111	0.0432943211658699	Inf	0.765496480463913	0.941157697226096	"global"
"scvi"	0.2	0.835961845248096	0.0555884027145426	Inf	0.697193925224402	0.918564200391738	"global"
"seurat"	0.25	0.874794048957765	0.0444036387234035	Inf	0.759410759540368	0.939266582604084	"global"
"scvi"	0.25	0.804418182637514	0.0637740187497938	Inf	0.650141925849986	0.901020728722159	"global"
"seurat"	0.5	0.855191312580486	0.0502140634742613	Inf	0.727344102416279	0.928947575098046	"global"
"scvi"	0.5	0.584779025906574	0.0984435600876997	Inf	0.388836478953811	0.757137981062598	"global"
"seurat"	0.75	0.833105020250194	0.0564181302560481	Inf	0.692643727187713	0.917061998698608	"global"
"scvi"	0.75	0.325349657069908	0.0890692287503134	Inf	0.178781792875421	0.516502673595067	"global"
"seurat"	0	0.723274504705525	0.0639764033573246	Inf	0.582798145919794	0.830229532941354	"subclass"
"scvi"	0	0.747522429969013	0.0603292703792126	Inf	0.612760376554649	0.84708949353217	"subclass"
"seurat"	0.05	0.719025928623839	0.0645731620075838	Inf	0.577661466300206	0.827225386476681	"subclass"
"scvi"	0.05	0.718120294882616	0.0647007046612587	Inf	0.576566139954226	0.82658578358402	"subclass"
"seurat"	0.1	0.714737850383355	0.0651645838218352	Inf	0.572505930890743	0.8241805239095	"subclass"
"scvi"	0.1	0.686729080738167	0.0687587219585375	Inf	0.539528497915058	0.803970645747446	"subclass"
"seurat"	0.15	0.710410686822421	0.0657503122025713	Inf	0.56733259012577	0.821094808081928	"subclass"
"scvi"	0.15	0.653528660115538	0.0723662087736964	Inf	0.502046484778437	0.77919589665353	"subclass"
"seurat"	0.2	0.706044880015662	0.0663299884134952	Inf	0.56214251064077	0.817968116093542	"subclass"
"scvi"	0.2	0.618762997092116	0.0753897250425474	Inf	0.464538830014714	0.752256867317544	"subclass"
"seurat"	0.25	0.701640897369186	0.0669032519747293	Inf	0.556936774448858	0.814800339750782	"subclass"
"scvi"	0.25	0.582736179912394	0.0777090719911862	Inf	0.427425465506327	0.723200834037867	"subclass"
"seurat"	0.5	0.67906648456055	0.0696606936775016	Inf	0.530712080170105	0.79834249143261	"subclass"
"scvi"	0.5	0.397136646380342	0.076531251755444	Inf	0.260394294321656	0.552085344967335	"subclass"
"seurat"	0.75	0.655622376475827	0.0722034926169069	Inf	0.504265548662199	0.780850531731563	"subclass"
"scvi"	0.75	0.237065418069625	0.0578507763910615	Inf	0.142370274253041	0.367738473722244	"subclass"
