"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"	"key"
"Human Multiple Cortical Areas SMART-seq"	"scvi"	0.859847484597585	0.020358417109463	Inf	0.815012579996319	0.895212992775837	"class"
"whole cortex"	"scvi"	0.950058718269414	0.00801836559114611	Inf	0.931785806282775	0.963627835208941	"class"
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.95121764392299	0.00784186638797466	Inf	0.933338966542566	0.964483677808741	"class"
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.950993847296312	0.00787606515244759	Inf	0.933038721766606	0.964318568831547	"class"
"Dissection Angular gyrus AnG"	"seurat"	0.955064826686316	0.00323062512515557	Inf	0.94829035701436	0.960988286241949	"family"
"Dissection Anterior cingulate cortex ACC"	"seurat"	0.953031915689281	0.0033667253816339	Inf	0.945974721191838	0.959206998856072	"family"
"Dissection Dorsolateral prefrontal cortex DFC"	"seurat"	0.815901200269446	0.0112191668750975	Inf	0.792888900300541	0.836882605813794	"family"
"Dissection Primary auditory cortexA1"	"seurat"	0.954991675955195	0.00323533605584499	Inf	0.94820744881727	0.960923869512029	"family"
"Dissection Primary somatosensory cortex S1"	"seurat"	0.953327405572054	0.00334802529188762	Inf	0.946308877807962	0.959467765015364	"family"
"Dissection Primary visual cortexV1"	"seurat"	0.957715674753592	0.00305050069216583	Inf	0.951315949542286	0.963306577759942	"family"
"Human Multiple Cortical Areas SMART-seq"	"seurat"	0.946519582660861	0.00379945511220612	Inf	0.938564581402078	0.953495563705034	"family"
"whole cortex"	"seurat"	0.949517278489755	0.00360345615894948	Inf	0.941968302035504	0.95612999068315	"family"
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.958047291361433	0.00302640453889092	Inf	0.951697960681803	0.96359392640956	"family"
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.955172550077879	0.00322207891234718	Inf	0.948416052505124	0.961080393408109	"family"
"Dissection Angular gyrus AnG"	"scvi"	0.96232957064417	0.00272049094210425	Inf	0.956619500013169	0.967313719606483	"family"
"Dissection Anterior cingulate cortex ACC"	"scvi"	0.963084911004729	0.00266902782449604	Inf	0.957482046154865	0.967974145748354	"family"
"Dissection Dorsolateral prefrontal cortex DFC"	"scvi"	0.904101212894405	0.00647809567579747	Inf	0.890631330320071	0.916068477165422	"family"
"Dissection Primary auditory cortexA1"	"scvi"	0.959239234129963	0.00293335954103815	Inf	0.953085489598959	0.96461576360614	"family"
"Dissection Primary somatosensory cortex S1"	"scvi"	0.963576210133409	0.00263500630599927	Inf	0.958044312683526	0.968402777470624	"family"
"Dissection Primary visual cortexV1"	"scvi"	0.956158534771603	0.00314207282567622	Inf	0.949570542275355	0.961920399885325	"family"
"Human Multiple Cortical Areas SMART-seq"	"scvi"	0.926700163539651	0.00507682287822761	Inf	0.916106547209492	0.93604945571484	"family"
"whole cortex"	"scvi"	0.972500807975389	0.00201246656034706	Inf	0.968269215314217	0.976181960257051	"family"
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.970843060352783	0.0021286699705497	Inf	0.966368520905095	0.974737841934427	"family"
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.968884794943715	0.00226588807338163	Inf	0.964123464293312	0.973031903932468	"family"
"Dissection Angular gyrus AnG"	"seurat"	0.97789421010652	0.00208817161373857	Inf	0.973409045075108	0.981637122226453	"global"
"Dissection Anterior cingulate cortex ACC"	"seurat"	0.97652817381255	0.00221273638289137	Inf	0.971777076732431	0.980495515668309	"global"
"Dissection Dorsolateral prefrontal cortex DFC"	"seurat"	0.955131149684506	0.00411922260613053	Inf	0.946328921431644	0.962546917839843	"global"
"Dissection Primary auditory cortexA1"	"seurat"	0.978097488487576	0.00206925234778538	Inf	0.973652801796968	0.981806381778247	"global"
"Dissection Primary somatosensory cortex S1"	"seurat"	0.977337470298055	0.00213891369694852	Inf	0.972743972577119	0.981171803441491	"global"
"Dissection Primary visual cortexV1"	"seurat"	0.978851092391375	0.00200049173725779	Inf	0.974553250318236	0.982436130456958	"global"
"Human Multiple Cortical Areas SMART-seq"	"seurat"	0.963791835701975	0.00335884407673941	Inf	0.956600770671427	0.969828952917934	"global"
"whole cortex"	"seurat"	0.975705905914233	0.00228735673964391	Inf	0.970795615237356	0.979807775016357	"global"
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.97859523134619	0.0020235618860755	Inf	0.974248176581261	0.982221869017037	"global"
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.976603397671183	0.00220577860113727	Inf	0.971867173373333	0.980558218733243	"global"
"Dissection Angular gyrus AnG"	"scvi"	0.984833646677821	0.00143723286920852	Inf	0.981743303435047	0.987407591751088	"global"
"Dissection Anterior cingulate cortex ACC"	"scvi"	0.982199549203838	0.00168179702308902	Inf	0.9785854217768	0.985212938998852	"global"
"Dissection Dorsolateral prefrontal cortex DFC"	"scvi"	0.965666107999807	0.0031825652214532	Inf	0.958851457222463	0.971385856967365	"global"
"Dissection Primary auditory cortexA1"	"scvi"	0.984440223198389	0.00147380491011852	Inf	0.981271525042441	0.987079863567581	"global"
"Dissection Primary somatosensory cortex S1"	"scvi"	0.984857397151859	0.00143510592891628	Inf	0.981771594112684	0.987427508355788	"global"
"Dissection Primary visual cortexV1"	"scvi"	0.978809347258296	0.00199370117899761	Inf	0.9745282445227	0.982383920870907	"global"
"Human Multiple Cortical Areas SMART-seq"	"scvi"	0.963691446392775	0.00335798883669582	Inf	0.95650422749943	0.969728638413349	"global"
"whole cortex"	"scvi"	0.988908698746438	0.00105688402319903	Inf	0.986633964620657	0.990799911116864	"global"
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.987800509332356	0.00116064111083916	Inf	0.98530314224957	0.989877870270303	"global"
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.987659916844031	0.00117365145293657	Inf	0.985134669147747	0.98976064687392	"global"
"Dissection Angular gyrus AnG"	"seurat"	0.902460045224935	0.0173861017809387	Inf	0.862682094077085	0.931628440920712	"subclass"
"Dissection Anterior cingulate cortex ACC"	"seurat"	0.898789208990108	0.0179668497761073	Inf	0.857750693092626	0.928968673260305	"subclass"
"Dissection Dorsolateral prefrontal cortex DFC"	"seurat"	0.82382041935724	0.0286619836576939	Inf	0.760495778243143	0.873193843650817	"subclass"
"Dissection Primary auditory cortexA1"	"seurat"	0.894670332774581	0.0186121917092038	Inf	0.852236675738844	0.925976615564392	"subclass"
"Dissection Primary somatosensory cortex S1"	"seurat"	0.891920439281469	0.0190391309057058	Inf	0.848567185996107	0.923974200681996	"subclass"
"Dissection Primary visual cortexV1"	"seurat"	0.894926221725138	0.0185720958237556	Inf	0.852579163646774	0.926162455262485	"subclass"
"Human Multiple Cortical Areas SMART-seq"	"seurat"	0.84183932016894	0.0262939980469571	Inf	0.783285910235875	0.886857529657622	"subclass"
"whole cortex"	"seurat"	0.900467590391504	0.0177017367350666	Inf	0.860004043982472	0.930185230881403	"subclass"
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.906608151476072	0.0167235467421608	Inf	0.868274103645774	0.934626395405005	"subclass"
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.903064458984643	0.0172898847245972	Inf	0.86349585633907	0.932065638688295	"subclass"
"Dissection Angular gyrus AnG"	"scvi"	0.919010492236392	0.0147002965345829	Inf	0.885124190389705	0.943538571343516	"subclass"
"Dissection Anterior cingulate cortex ACC"	"scvi"	0.91789175181677	0.0148850686248136	Inf	0.883597045608482	0.942737329960368	"subclass"
"Dissection Dorsolateral prefrontal cortex DFC"	"scvi"	0.871610722141085	0.0220988917568567	Inf	0.821746586592864	0.909069510320885	"subclass"
"Dissection Primary auditory cortexA1"	"scvi"	0.913435709648218	0.0156166322424675	Inf	0.877528339276532	0.939540752098365	"subclass"
"Dissection Primary somatosensory cortex S1"	"scvi"	0.914445671783414	0.0154516774802531	Inf	0.878901213690958	0.940266315291584	"subclass"
"Dissection Primary visual cortexV1"	"scvi"	0.910005472099642	0.01617420093989	Inf	0.872874028951166	0.937073287286064	"subclass"
"Human Multiple Cortical Areas SMART-seq"	"scvi"	0.851972217563376	0.0249046403376795	Inf	0.796264772513418	0.894466345088093	"subclass"
"whole cortex"	"scvi"	0.928601387925943	0.0130953023668317	Inf	0.898282213418784	0.950382463746521	"subclass"
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.931069017129912	0.0126764020689116	Inf	0.90168651736349	0.952136243098977	"subclass"
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.9261323433004	0.0135120673220909	Inf	0.894883551430886	0.948624874476162	"subclass"
